name,roaster,roast,loc_country,origin,centg_USD,rating,review_date,review,name_extended,roaster_extended,roast_extended,loc_country_extended,origin_1_extended,origin_2_extended,centg_USD_extended,rating_extended,review_date_extended,desc_extended
,,,,,,,,,Pantan Musara Sumatra,JBC Coffee Roasters,Medium-Light,United States,Aceh Province,Sumatra,5.26,94,June 2021,"Evaluated as espresso. Spice-toned, richly sweet-savory. Baking spices, mulberry, dark caramel, marjoram, narcissus in aroma and small cup. Nectar-like mouthfeel"
,,,,,,,,,Las Flores Colombia,JBC Coffee Roasters,Medium-Light,United States,San Isidro,Acevedo,5.88,94,June 2021,"Sweet, bright, elegant. Dark chocolate, hazelnut butter, freesia, nougat, cedar in aroma and cup. Richly sweet structure with crisp, high-toned acidity"
,,,,,,,,,Snowfield Espresso Blend,RamsHead Coffee Roasters,Medium,United States,Colombia,El Salvador,4.98,93,June 2021,"Evaluated as espresso. Deep-toned, richly chocolaty. Dark chocolate, pecan praline, lily, golden raisin, cedar in aroma and small cup. Satiny-smooth mouthfeel"
,,,,,,,,,Pandemic Pacamara Blend,RamsHead Coffee Roasters,Medium,United States,El Salvador,Guatemala,4.69,93,June 2021,"Richly nut-toned, sweetly savory. Almond brittle, magnolia, date, fresh-cut oak, lemon-thyme in aroma and cup. Sweet-savory structure with gentle but lively acidity"
,,,,,,,,,Yemen Mocha Haimi,Dragonfly Coffee Roasters,Light,United States,Sanaâ€™A Growing Region,Yemen,15.43,94,July 2021,"Delicately perfumed, sweetly fermenty. Green grape, rum barrel, rhododendron, cocoa nib, oak in aroma and cup. Sweet-tart structure with juicy acidity"
,,,,,,,,,Costa Rica Hacienda Tobosi Villalobos Anaerobic Natural,GK Coffee,Light,Taiwan,El Guarco,Cartago Province,9.6,94,July 2021,"Complex, richly sweet-savory, deeply floral. Star jasmine, salted caramel, cocoa nib, wild strawberry, mustard seed in aroma and cup. Sweet-tart-savory structure with high-toned acidity"
,,,,,,,,,Colombia Wush Wush,SkyTop Coffee,Medium,United States,Santander Department,Colombia,7.94,94,July 2021,"Elegantly spice-toned, floral. Bergamot, lilac, pink peppercorn, caramel, plum in aroma and cup. Delicately sweet-savory structure with lively, juicy acidity"
,,,,,,,,,Brazil Gauriroba Natural,SOT Coffee Roaster,Light,Japan,Minas Gerais State,Southeastern Brazil,21.46,94,July 2021,"Citrusy-bright, juicy-sweet, spice-toned. Pink grapefruit zest, green peppercorn, honeysuckle, agave syrup, frankincense in aroma and cup. Delicately sweet-tart structure with high-toned, vibrant acidity"
,,,,,,,,,Rwanda â€œSilverback Returnsâ€,Simon Hsieh Aroma Roast Coffees,Medium-Dark,Taiwan,Rutsiro District,Western Rwanda,11.33,94,July 2021,"Evaluated as espresso. Sweetly roast-toned, richly chocolaty and deep. Dark chocolate, black cherry, almond extract, marjoram, cedar in aroma and small cup. Creamy, viscous mouthfeel"
,,,,,,,,,Yemen Mocha Khulani,Dragonfly Coffee Roasters,Medium-Light,United States,Sanaâ€™A Growing Region,Yemen,15.43,93,July 2021,"Subtly complex, fruit-toned. Raspberry coulis, freesia, almond nougat, cedar, lemon verbena in aroma and cup. Sweet-tart structure with vibrant acidity"
,,,,,,,,,Peru â€œEl Doradoâ€,Simon Hsieh Aroma Roast Coffees,Medium-Dark,Taiwan,Jaen,Cajamarca,8.5,93,July 2021,"Evaluated as espresso. Bold, roasty-sweet, floral-toned. Magnolia, hazelnut butter, dark chocolate, date, fresh-cut oak in aroma and small cup. Syrupy-smooth mouthfeel"
,,,,,,,,,Yemen Mocha Harazi,Dragonfly Coffee Roasters,Medium-Light,United States,Sanaâ€™A Growing Region,Yemen,15.43,93,July 2021,"Crisply spice-toned. Molasses, dried cherry, clove, cashew, grapefruit zest in aroma and cup. Sweet-toned structure with brisk acidity"
,,,,,,,,,Top Blend 2,Forest Roasting,Medium-Light,Taiwan,Brazil,Colombia,3.59,92,July 2021,"Gently fruit-toned, cocoa-driven. Cocoa powder, black cherry, magnolia, fresh-cut fir, orange zest in aroma and cup. Sweet structure with brisk acidity"
,,,,,,,,,Top Blend 1,Forest Roasting,Medium-Light,Taiwan,Panama,Ethiopia,3.59,93,July 2021,"Balanced, bright, sweet-toned. Apricot, cocoa nib, lavender, maple syrup, cedar in aroma and cup. Sweetly tart with vibrant, malic (apple-like) acidity"
,,,,,,,,,Quattoro Mountain Blend,Japanese Coffee Co.,Medium-Dark,Japan,Colombia,Ecuador,14.11,91,July 2021,"Evaluated as espresso. Bold, sweetly roast-toned, chocolaty. Dark chocolate, rhododendron, raisin, scorched oak, molasses in aroma and small cup. Velvety mouthfeel"
,,,,,,,,,Brazil Ipanema Golden Edition C26 Lychee,GK Coffee,,Taiwan,Ipanema,Brazil,4,94,July 2021,"A ready-to-drink black coffee, tested cold. Dried guava, dark chocolate, frangipane, vanilla, cedar. Sweet-tart structure with crisp, juicy acidity"
,,,,,,,,,Ethiopia Natural Guji D Minor 21/01,Kakalove Cafe,Light,Taiwan,Guji Zone,Oromia Region,5.31,95,August 2021,"Complex, bright, cleanly fruit-forward. Meyer lemon zest, ripe plum, cocoa nib, violet, black sage in aroma and cup. Sweetly tart with crisp, juicy acidity"
,,,,,,,,,Ethiopia Hambela Yellow Honey James Selection,Kakalove Cafe,Light,Taiwan,Guji Zone,Oromia Region,5.81,95,August 2021,"Crisply sweet-tart, bright and juicy. Tamarind, pink grapefruit zest, cocoa nib, freesia, redwood in aroma and cup. Bright, juicy, electric acidity"
,,,,,,,,,Costa Rica Black Honey,Kakalove Cafe,Medium-Light,Taiwan,Costa Rica,Guji Zone,3.89,94,August 2021,"Deeply rich, chocolaty and fruit-toned. Raspberry tart, chocolate fudge, grappa barrel, gardenia, molasses in aroma and cup. Vibrantly sweet-tart structure with juicy, fruit-forward acidity"
,,,,,,,,,Ethiopia Guji Hambela Kudume Yellow Honey,Coffee Please,Medium-Light,Taiwan,Guji Zone,Oromia Region,8.96,94,August 2021,"Richly sweet-tart, fruit-forward. Dried strawberry, dark chocolate, cashew butter, thyme, pink grapefruit zest in aroma and cup. Brightly sweet with juicy acidity"
,,,,,,,,,Esmeralda Estate Panama Geisha,Difference Coffee,,England,Boquete Growing Region,Western Panama,111.11,94,August 2021,"Evaluated as espresso produced as a â€œristrettoâ€ 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Rich-toned, floral- and fruit-driven. Jasmine, apricot, almond, baking chocolate, cedar in aroma and small cup. Delicately viscous mouthfeel"
,,,,,,,,,Ethiopia Sidamo Bensa Mirado Natural,LECO Coffee,Light,Taiwan,Sidamo Growing Region,South-Central Ethiopia,7.05,94,August 2021,"High-toned, richly sweet-tart. Tea rose, peach, almond butter, oak, maple syrup in aroma and cup. Sweetly tart structure with bright, lively acidity"
,,,,,,,,,Costa Rica La Florida Red Honey Espresso,Kakalove Cafe,Medium-Light,Taiwan,Copey District,Costa Rica,4.25,95,August 2021,"Evaluated as espresso. Delicately fruit-toned, floral and lively. Lilac, dried Bing cherry, sandalwood, macadamia nut, wild honey in aroma and small cup. Full, syrupy mouthfeel"
,,,,,,,,,Ethiopia Yirgacheffe Kochere Sheferaw Jigeso Beraso,EK Roast Studio,Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,6.34,93,August 2021,"Sweetly tart, gently fruit-toned. Apricot, orange blossom, cocoa nib, nougat, cashew in aroma and cup. Sweet-tart structure with juicy, balanced acidity"
,,,,,,,,,Ethiopia Yirgacheffe Botabaa Washed G1 21/01,Kakalove Cafe,Medium-Light,Taiwan,Ochere Woreda,Gedeo Zone,4.11,94,August 2021,"Sweetly tart, decidedly tropical. Ginger blossom, passionfruit, kukui nut, lemon verbena, sugarcane in aroma and cup. Sweet-tart structure with juicy, high-toned acidity"
,,,,,,,,,Colombia Vella Black Hawk Natural,LECO Coffee,Medium-Light,Taiwan,Huila,Colombia,7.05,93,August 2021,"Crisply sweet, fruit-forward. Dried mango, agave syrup, lime zest, pink peppercorn, cedar in aroma and cup. Sweetly tart structure with brisk acidity"
,,,,,,,,,Yemen Mocca Matari,EK Roast Studio,Medium-Light,Taiwan,Bani Matar Growing Region,Yemen,9.59,94,August 2021,"Very sweet, richly savory. Honey, tiger lily, fresh pipe tobacco, ginseng, date in aroma and cup. Richly sweet structure with juicy-tart acidity"
,,,,,,,,,Costa Rica Black Honey,Kakalove Cafe,Medium-Light,Taiwan,Costa Rica,Bani Matar Growing Region,3.89,94,August 2021,"Deeply rich, chocolaty and fruit-toned. Raspberry tart, chocolate fudge, grappa barrel, gardenia, molasses in aroma and cup. Vibrantly sweet-tart structure with juicy, fruit-forward acidity"
,,,,,,,,,Kenya Nyeri Ndaroini AA Washed,Coffee Please,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,6.68,93,August 2021,"Sweetly spice-toned. Red currant, tea rose, pink peppercorn, cocoa powder, cedar in aroma and cup. Sweet structure with bright, juicy acidity"
,,,,,,,,,Mojave Vault Series Geisha Natural,Dragonfly Coffee Roasters,Light,United States,Volcan,Panama,22.02,94,July 2021,"Crisply sweet, delicately tart. Apricot, cocoa nib, lavender, lemon verbena, cedar in aroma and cup. Sweet-tart structure with juicy, vibrant acidity"
,,,,,,,,,Colombia Black Condor,Durango Coffee Company,Medium-Light,United States,Vereda,Huila Province,5.86,91,July 2021,"Sweet, richly nut-toned. Hazelnut, baking chocolate, pear, fresh-cut fir, brown sugar in aroma and cup. Sweet-toned structure with brisk acidity"
,,,,,,,,,Choco Blend,NINETYs Roastery,Medium-Light,Hong Kong,Brazil,Papua New Guinea,7.67,93,July 2021,"Rich-toned, deeply sweet-savory. Nutella, nectarine, magnolia, cedar, maple syrup in aroma and cup. Sweet-savory structure with brisk acidity"
,,,,,,,,,Kabiufa Papua New Guinea,JBC Coffee Roasters,Light,United States,Kabiufa,Eastern Highlands,4.7,94,July 2021,"Richly sweet, deeply spice-toned. Toffee, plum blossom, tangerine zest, almond butter, sandalwood in aroma and cup. Juicy-sweet structure with high-toned, balanced acidity"
,,,,,,,,,Ethiopia Buku Abela,Home in Harmony,Medium-Light,Taiwan,Guji Zone,Oromia Region,4.93,94,July 2021,"Cleanly fruit-toned, delicately sweet-tart. Raspberry, bergamot, cocoa nib, honey, lemon verbena in aroma and cup. Sweetly tart structure with delicate, buoyant mouthfeel"
,,,,,,,,,Colombia Finca Santa Maria,SkyTop Coffee,Medium-Light,United States,Aratoca,Santander Department,5.29,95,July 2021,"Resonantly bright and juicy, deeply balanced. Strawberry guava, cocoa nib, Meyer lemon zest, sassafras, wisteria in aroma and cup. Elegantly sweet structure with crisp, vibrant acidity"
,,,,,,,,,Ethiopia Nano Genji,Temple Coffee Roasters,Medium-Light,United States,Guji Zone,Oromia Region,6.32,92,August 2021,"Bright, richly chocolaty. Dark chocolate, pink grapefruit zest, plum, almond, lemon-thyme in aroma and cup. Sweet-tart structure with brisk acidity"
,,,,,,,,,Fruit Candy Espresso Blend,Desolate Cafe,Medium-Light,Taiwan,Kenya,Ethiopia,5.64,93,August 2021,"Evaluated as espresso. Watermelon, Nutella, freesia-like flowers, cedar, brown sugar in aroma and small cup. Lightly satiny mouthfeel"
,,,,,,,,,BNT Espresso Blend,Desolate Cafe,Medium-Light,Taiwan,Ethiopia,Guatemala,4.93,91,August 2021,"Evaluated as espresso. Richly sweet, caramel-toned. Dark caramel, orange zest, pecan, raisin, oak in aroma and small cup. Velvety mouthfeel"
,,,,,,,,,Haitian Blue Zombie Desert,Cafe Kreyol,Medium-Light,United States,Savane Zombie,Haiti,4.41,92,August 2021,"Soft, round, quietly vibrant. Cashew, red plum, tea rose, baking chocolate, cedar in aroma and cup. Sweet structure with crisply bright acidity"
,,,,,,,,,Dominican Republic Organic Ramirez Estate,Cafe Kreyol,Medium-Light,United States,Jarabacoa,Dominican Republic,3.82,90,August 2021,"Delicate, sweet, quietly nuanced. Clover, oak, cocoa powder, macadamia nut, agave syrup in aroma and cup. Sweet-toned with a quietly present, backgrounded acidity"
,,,,,,,,,Amasia Blend,Toca Coffee,Medium,United States,Brazil,Guatemala,4.69,91,August 2021,"Evaluated as espresso. Gently fruit-toned, crisply chocolaty. Brazil nut, dried apricot, cocoa powder, marshmallow, orange zest in aroma and small cup. Lightly creamy mouthfeel"
,,,,,,,,,Classic MK Blend,MK Coffee Roasters,Medium-Dark,Taiwan,Honduras,Guatemala,6.4,94,August 2021,"Evaluated as espresso. Integrated, cocoa-and floral-toned. Cocoa powder, star jasmine, toffee, dried plum, clove in aroma and small cup. Juicy, lightly satiny mouthfeel"
,,,,,,,,,Espresso Nuevo,Paradise Roasters,Medium,United States,Colombia,Brazil,4.39,93,August 2021,"Evaluated as espresso. Richly bittersweet, gently herb-toned. Dried persimmon, macadamia nut, lime zest, scorched maple, rosemary blossom in aroma and small cup. Crisp, satiny mouthfeel"
,,,,,,,,,Red Clay Espresso Blend,Peach Coffee Roasters,Medium,United States,Colombia,Brazil,4.41,92,August 2021,"Evaluated as espresso. Richly sweet-savory, unapologetically earth-toned. Pipe tobacco, dried cherry, hazelnut, caramel, a hint of cumin in aroma and small cup. Plush, velvety mouthfeel"
,,,,,,,,,Espresso Fino,Per'la Specialty Roasters,Medium,United States,Guatemala,Brazil,4.7,92,August 2021,"Evaluated as espresso. Richly bittersweet, gently chocolaty. Dried apricot, cocoa powder, fresh-cut cedar, almond, magnolia in aroma and small cup. Plump, creamy mouthfeel"
,,,,,,,,,Campfire Blend,Tribo Coffee,Medium,Taiwan,Guatemala,Ethiopia,5,91,August 2021,"Evaluated as espresso. Deeply sweet, caramelly. Golden raisin, dark caramel, hazelnut, rhododendron, oak in aroma and cup. Satiny-smooth mouthfeel"
,,,,,,,,,Bull Demon King,Simon Hsieh Aroma Roast Coffees,Medium-Dark,Taiwan,Colombia,Peru,7.79,96,August 2021,"Evaluated as espresso. Dark chocolate, Concord grape, scorched sugarcane, sandalwood, wisteria in aroma and small cup. Viscous, syrupy mouthfeel"
,,,,,,,,,Golden Parrot Blend,Kakalove Cafe,Medium,Taiwan,Guatemala,Colombia,2.97,95,August 2021,"Evaluated as espresso. Complex, multilayered, cerebral. Dark chocolate, petrichor, ripe pluot, tiger lily, pink peppercorn in aroma and small cup. Lush, syrupy mouthfeel"
,,,,,,,,,Chocolate Loverâ€™s Espresso,Coffee Please,Medium-Dark,Taiwan,Guatemala,Brazil,4.27,94,August 2021,"Evaluated as espresso. Richly chocolaty, nut-toned. Chocolate fudge, pistachio, gardenia, scorched mesquite, molasses in aroma and small cup. Full, creamy mouthfeel"
,,,,,,,,,Dharma Espresso Blend,Temple Coffee Roasters,Medium,United States,Brazil,Ethiopia,4.85,92,August 2021,"Evaluated as espresso. Chocolaty and richly bittersweet. Green apple, baking chocolate, black walnut, scorched allspice, fresh-cut fir in aroma and small cup. Delicate, smooth mouthfeel"
,,,,,,,,,Sudan Rume,Lina Premium Coffee,Medium-Light,United States,Colombia,Brazil,7.35,93,August 2021,"Rich-toned, deeply sweet-savory. Black cherry, almond nougat, hop flowers, cedar, marjoram in aroma and cup. Richly bittersweet structure with gentle, round acidity"
,,,,,,,,,Tanzania Gesha Peaberry,Paradise Roasters,Light,United States,Ngorongoro,Tanzania,66.09,95,August 2021,"Lyrically balanced, richly spice-toned. Bergamot, wisteria, cocoa nib, sugarcane, guava in aroma and cup. Intoxicatingly sweet structure with delicately bright acidity"
,,,,,,,,,Panama Geisha,Baba Java Coffee,Medium-Light,United States,Jaramillo,Boquete Growing Region,17.64,92,August 2021,"Richly sweet, floral-toned. Honeysuckle, raisin, pistachio, caramel, fresh-cut cedar in aroma and cup. Sweet-toned structure with gentle, round acidity"
,,,,,,,,,GK Classic Manba Blend Espresso,GK Coffee,Medium,Taiwan,Indonesia,Brazil,3.52,93,August 2021,"Evaluated as espresso. Richly aromatic, chocolaty, earth-toned. Dark chocolate, shiitake mushroom, pomegranate syrup, cedar, marjoram in aroma and small cup. Velvety-smooth mouthfeel"
,,,,,,,,,Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,RamsHead Coffee Roasters,Medium-Light,United States,Jinotega,Nicaragua,5.28,92,August 2021,"Fruit-forward, deeply sweet. Blueberry, dark chocolate, magnolia, cedar, almond in aroma and cup. Sweet structure with gentle acidity"
,,,,,,,,,Ethiopia Bench Maji Gesha Village Oma Geisha 1931 Lot 55 Natural,Tasterâ€™s Coffee,Light,Taiwan,Bench-Maji Zone,Southern Ethiopia,21.38,94,August 2021,"Delicate, richly sweet, floral-toned. Star jasmine, raspberry, cocoa nib, maple syrup, sandalwood in aroma and cup. Bright, sweet-tart structure with juicy acidity"
,,,,,,,,,Banti Nenga Hambela Wamena,Drink Coffee Do Stuff,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,6.47,93,August 2021,"Very fruit-centric, spicily floral. Watermelon candy, star jasmine, agave syrup, pistachio butter, pink peppercorn in aroma and cup. Brightly sweet-tart with energetic acidity"
,,,,,,,,,Ethiopia Guji Natural Euphora Special Lot,Euphora Coffee,Medium-Light,Taiwan,Guji Zone,Oromia Region,4.53,94,August 2021,"Richly sweet, deep-toned, bright and juicy. Pomegranate, dark chocolate, marshmallow, hazelnut butter, key lime in aroma and cup. Sweet structure with high-toned, balanced acidity"
,,,,,,,,,Phu-Long-Kong,Small Eyes Cafe,Light,Taiwan,Kayanza,Northern Province,4,93,August 2021,"High-toned, spice-driven, deeply sweet. Almond nougat, freesia-like flowers, dried apricot, cedar, thyme in aroma and cup. Balanced, sweet-savory structure with gentle acidity"
,,,,,,,,,Espresso Blend,Warm Air Kafe,Medium,Taiwan,Ethiopia,El Salvador,5.57,92,August 2021,"Evaluated as espresso. Crisply sweet-tart, fruit-toned. Dried raspberry, baking chocolate, Brazil nut, fir, molasses in aroma and small cup. Velvety-smooth mouthfeel"
,,,,,,,,,Ethiopia Hambela G1,Mr. Chao Coffee,Medium-Light,Taiwan,Guji Zone,Oromia Region,3.67,91,August 2021,"Deep-toned, chocolaty. Baking chocolate, date, hazelnut, fresh-cut cedar, brown sugar in aroma and cup. Sweet-toned structure with gentle, round acidity"
,,,,,,,,,Sudan Rume,JBC Coffee Roasters,Medium-Light,United States,Valle Del Cauca Department,Colombia,13.23,95,August 2021,"Complex, sweetly and intricately herbaceous, citrusy. Lemon verbena, cardamom, cocoa nib, ginger, aromatic orchid in aroma and cup. Sweetly savory with delicately juicy acidity"
,,,,,,,,,Sumatra Lintong,Peach Coffee Roasters,Medium-Light,United States,Lintong Growing Region,North Sumatra Province,5.58,93,August 2021,"Sweetly savory, deep-toned. Pipe tobacco, sandalwood, rhododendron, tangerine zest, date in aroma and cup. Savory-leaning structure with richly bittersweet acidity"
,,,,,,,,,Testi Ayla Double Ethiopia,Barrington Coffee Roasting,Light,United States,Sidama Zone,Oromia Region,16.15,97,August 2021,"High-toned, floral-driven, lyrically sweet. Wisteria, Keemun tea, white nectarine, fresh-cut basil, pink peppercorn in aroma and cup. Impeccably crystalline, balanced structure with buoyant acidity"
